chapter	verse	witness	kind	category	from	to	left_ctx	right_ctx	witness_text	edition_text
SS.5.4	SS.5.4.37	H	grouped-minor	nasal-anusvara	n	ṃ	na		paridhūpāyanan	paridhūpāyanaṃ
SS.5.4	SS.5.4.38	K	grouped-minor	punctuation	 ||		ti		bhavati ||	bhavati
SS.5.4	SS.5.4.38	K	editorial-surface	nasal-anusvara	m	n	hi	ān	grāsārthimānnam	grāsārthinānnam
SS.5.4	SS.5.4.38	H	editorial-surface	other	o '	ā	in	nn	grāsārthino 'nnam	grāsārthinānnam
SS.5.4	SS.5.4.38	H	grouped-minor	nasal-anusvara	ṅ	ṃ	kā	kṣ	ākāṅkṣati	ākāṃkṣati
SS.5.4	SS.5.4.38	K	grouped-minor	punctuation	 ||		ti		bhavanti ||	bhavanti
SS.5.4	SS.5.4.38	K	editorial-surface	ba-va	v	b		āl	vālenāśus	bālenāśus
SS.5.4	SS.5.4.38	H	editorial-surface	ba-va	v	b		āl	vālenāśus	bālenāśus
SS.5.4	SS.5.4.39	H	grouped-minor	degemination	v		ar	va	sarvvasarppaviṣāṇāṃ	sarvasarpaviṣāṇāṃ
SS.5.4	SS.5.4.39	H	grouped-minor	degemination	p		ar	pa	sarvvasarppaviṣāṇāṃ	sarvasarpaviṣāṇāṃ
SS.5.4	SS.5.4.39	K	grouped-minor	punctuation		 	ta	vi	saptaviṣavegā	sapta viṣavegā
SS.5.4	SS.5.4.39	H	grouped-minor	punctuation		 	ta	vi	saptaviṣavegā	sapta viṣavegā
SS.5.4	SS.5.4.39	H	grouped-minor	degemination	p		rp	aṇ	pipīlikāparisarppaṇam	pipīlikāparisarpaṇam
SS.5.4	SS.5.4.39	K	grouped-minor	punctuation	 		śa	śv	daṃśa śvayathur	daṃśaśvayathur
SS.5.4	SS.5.4.39	H	grouped-minor	degemination	v		ūr	va	pūrvvavad iti	pūrvavad iti
SS.5.4	SS.5.4.39	H	grouped-minor	nasal-anusvara	n	ṃ	tā	 t	rājīmatān tu	rājīmatāṃ tu
SS.5.4	SS.5.4.39	K	grouped-minor	avagraha		'		kṣ	kṣināsāsrāvaś ca	'kṣināsāsrāvaś ca
SS.5.4	SS.5.4.39	H	grouped-minor	avagraha		'		kṣ	kṣināsāsrāvaś ca	'kṣināsāsrāvaś ca
SS.5.4	SS.5.4.39	H	grouped-minor	degemination	v		ūr	va	pūrvvavad anupraviśya	pūrvavad anupraviśya
SS.5.4	SS.5.4.39	K	grouped-minor	nasal-anusvara	ṃ	ṅ	sa	ga	vāksaṃgaḥ	vāksaṅgaḥ
SS.5.4	SS.5.4.39	H	grouped-minor	degemination	v		ūr	va	pūrvvavad iti	pūrvavad iti
SS.5.4	SS.5.4.40	H	grouped-minor	nasal-anusvara	ṃ	n	va	ti	bhavaṃti	bhavanti
SS.5.4	SS.5.4.41	K	grouped-minor	nasal-anusvara	ṃ	m	ta		mataṃ	matam
SS.5.4	SS.5.4.41	H	grouped-minor	nasal-anusvara	ṃ	m	ta		mataṃ	matam
SS.5.4	SS.5.4.42	K	editorial-surface	punctuation		 	id	dh	lālimān kiñciddhṛṣṭāṅgaḥ	lālimān kiñcid dhṛṣṭāṅgaḥ
SS.5.4	SS.5.4.42	H	editorial-surface	punctuation		 	id	dh	lālimān kiñciddhṛṣṭāṅgāḥ	lālimān kiñcid dhṛṣṭāṅgaḥ
SS.5.4	SS.5.4.42	H	editorial-surface	vowel-length	ā	a	ṅg	ḥ	lālimān kiñciddhṛṣṭāṅgāḥ	lālimān kiñcid dhṛṣṭāṅgaḥ
SS.5.4	SS.5.4.42	H	editorial-surface	punctuation		 	id	dṛ	lālimān kiñciddṛṣṭāṅgāḥ	lālimān kiñcid dhṛṣṭāṅgaḥ
SS.5.4	SS.5.4.42	H	editorial-surface	insertion		h	dd	ṛṣ	lālimān kiñciddṛṣṭāṅgāḥ	lālimān kiñcid dhṛṣṭāṅgaḥ
SS.5.4	SS.5.4.42	H	editorial-surface	vowel-length	ā	a	ṅg	ḥ	lālimān kiñciddṛṣṭāṅgāḥ	lālimān kiñcid dhṛṣṭāṅgaḥ
SS.5.4	SS.5.4.44	H	grouped-minor	nasal-anusvara	m	ṃ	ya		kecid vegatrayam	kecid vegatrayaṃ
SS.5.4	SS.5.4.44	H	grouped-minor	punctuation	 		aḥ	sv	antaḥ svedeṣu	antaḥsvedeṣu
SS.5.4	SS.5.4.45	K	editorial-surface	sibilant	ṣ	ś	u	an	uṣanti vai ||	uśanti vai
SS.5.4	SS.5.4.45	K	editorial-surface	punctuation	 ||		ai		uṣanti vai ||	uśanti vai
SS.5.4	SS.5.4.45	H	editorial-surface	sibilant	ṣ	ś	u	an	uṣanti vai ||	uśanti vai
SS.5.4	SS.5.4.45	H	editorial-surface	punctuation	 ||		ai		uṣanti vai ||	uśanti vai
SS.5.4	SS.5.4.45	H	grouped-minor	degemination	t		rt	at	nātipravarttata	nātipravartata
SS.5.5	SS.5.5.1	K	grouped-minor	punctuation	 		pa	da	sarpa daṣṭa cikitsitaṃ	sarpadaṣṭacikitsitaṃ
SS.5.5	SS.5.5.1	K	grouped-minor	punctuation	 		ṭa	ci	sarpa daṣṭa cikitsitaṃ	sarpadaṣṭacikitsitaṃ
SS.5.5	SS.5.5.1	H	grouped-minor	degemination	p		rp	a 	sarppa daṣṭa cikitsitam	sarpadaṣṭacikitsitaṃ
SS.5.5	SS.5.5.1	H	grouped-minor	punctuation	 		pa	da	sarppa daṣṭa cikitsitam	sarpadaṣṭacikitsitaṃ
SS.5.5	SS.5.5.1	H	grouped-minor	punctuation	 		ṭa	ci	sarppa daṣṭa cikitsitam	sarpadaṣṭacikitsitaṃ
SS.5.5	SS.5.5.1	H	grouped-minor	nasal-anusvara	m	ṃ	ta		sarppa daṣṭa cikitsitam	sarpadaṣṭacikitsitaṃ
SS.5.5	SS.5.5.3	K	editorial-surface	ba-va	v	b		ad	vadhnīyād gāḍham	badhnīyād gāḍham
SS.5.5	SS.5.5.3	H	editorial-surface	ba-va	v	b		ad	vadhnīyād gāḍham	badhnīyād gāḍham
SS.5.5	SS.5.5.3	K	grouped-minor	nasal-anusvara	ṃ	ṅ	ra	gu	caturaṃgulaṃ	caturaṅgulam
SS.5.5	SS.5.5.3	K	grouped-minor	nasal-anusvara	ṃ	m	la		caturaṃgulaṃ	caturaṅgulam
SS.5.5	SS.5.5.3	H	grouped-minor	nasal-anusvara	ṃ	m	la		caturaṅgulaṃ	caturaṅgulam
SS.5.5	SS.5.5.4	K	grouped-minor	nasal-anusvara	ṃ	m	ta		nivāritaṃ	nivāritam
SS.5.5	SS.5.5.7	K	editorial-surface	ba-va	v	b	ṣa	āh	pittaviṣavāhulyād daṃśo	pittaviṣabāhulyād daṃśo
SS.5.5	SS.5.5.7	H	editorial-surface	ba-va	v	b	ṣa	āh	pittaviṣavāhulyād daṃśo	pittaviṣabāhulyād daṃśo
SS.5.5	SS.5.5.8	K	editorial-surface	ba-va	v	b		ad	vadhnīyān mantrakovidaḥ | sā tu	badhnīyāt mantrakovidaḥ | sā tu
SS.5.5	SS.5.5.8	K	editorial-surface	other	n	t	yā	 m	vadhnīyān mantrakovidaḥ | sā tu	badhnīyāt mantrakovidaḥ | sā tu
SS.5.5	SS.5.5.8	H	editorial-surface	ba-va	v	b		ad	vadhnīyāt mantrakovidaḥ | sā tu	badhnīyāt mantrakovidaḥ | sā tu
SS.5.5	SS.5.5.12	H	grouped-minor	nasal-anusvara	ṃ	m	tā		devatāṃ	devatām
SS.5.5	SS.5.5.12	K	grouped-minor	gemination		d	id	hy	pūjayet mantrasidhyarthaṃ	pūjayet mantrasiddhyarthaṃ
SS.5.5	SS.5.5.17	K	grouped-minor	nasal-anusvara	ṃ	n	tā		tāṃ	tān
SS.5.5	SS.5.5.18	H	grouped-minor	degemination	k		rk	aṅ	kovidāraśirīṣārkkaṅ	kovidāraśirīṣārkaṃ
SS.5.5	SS.5.5.18	H	grouped-minor	nasal-anusvara	ṅ	ṃ	ka		kovidāraśirīṣārkkaṅ	kovidāraśirīṣārkaṃ
SS.5.5	SS.5.5.19	H	grouped-minor	nasal-anusvara	n	ṃ	ha		sukhan	sukhaṃ
SS.5.5	SS.5.5.20	H	grouped-minor	punctuation	|		t 	| 	haret || dvitīye	haret | dvitīye
SS.5.5	SS.5.5.21	K	grouped-minor	punctuation	 		aḥ	ka	nastaḥ karmāñjane	nastaḥkarmāñjane
SS.5.5	SS.5.5.21	H	grouped-minor	nasal-anusvara	m	ṃ	gū		yavāgūm	yavāgūṃ
SS.5.5	SS.5.5.22	H	grouped-minor	nasal-anusvara	m	ṃ	ra		śītopacāram	śītopacāraṃ
SS.5.5	SS.5.5.22	H	grouped-minor	nasal-anusvara	m	ṃ	ṣa		puruṣam	puruṣaṃ
SS.5.5	SS.5.5.22	H	grouped-minor	nasal-anusvara	n	ṃ	na		pāyayec chodhanan	pāyayec chodhanaṃ
SS.5.5	SS.5.5.22	H	grouped-minor	nasal-anusvara	ṃ	m	tā		kīrttitāṃ	kīrttitām
SS.5.5	SS.5.5.24	H	grouped-minor	nasal-anusvara	m	ṃ	nā		maṇḍalinām	maṇḍalināṃ
SS.5.5	SS.5.5.24	H	grouped-minor	degemination	v		ar	vī	darvvīkaravad ācaret	darvīkaravad ācaret
SS.5.5	SS.5.5.26	K	grouped-minor	nasal-anusvara	ṃ	m	tā		dāpayed dhitāṃ	dāpayed dhitām
SS.5.5	SS.5.5.26	H	grouped-minor	nasal-anusvara	ṃ	m	tā		dāpayed dhitāṃ	dāpayed dhitām
SS.5.5	SS.5.5.30	K	grouped-minor	nasal-anusvara	ṃ	m	ta		sirāvedhavivarjitaṃ	sirāvedhavivarjitam
SS.5.5	SS.5.5.30	H	grouped-minor	degemination	j		rj	it	sirāvedhavivarjjitaṃ	sirāvedhavivarjitam
SS.5.5	SS.5.5.30	H	grouped-minor	nasal-anusvara	ṃ	m	ta		sirāvedhavivarjjitaṃ	sirāvedhavivarjitam
SS.5.5	SS.5.5.32	K	grouped-minor	punctuation	 |		oḥ		mahiṣoṣṭrayoḥ |	mahiṣoṣṭrayoḥ
SS.5.5	SS.5.5.32	H	grouped-minor	nasal-anusvara	n	ṃ	ṇa	 t	caturguṇan tu	caturguṇaṃ tu
SS.5.5	SS.5.5.47cd	H	grouped-minor	nasal-anusvara	m	ṃ	na		nirharec cainam	nirharec cainaṃ
SS.5.5	SS.5.5.49	K	grouped-minor	punctuation	 		ci	jā	śoṣaśophapratiśyāyatimirāruci jāḍyatāṃ	śoṣaśophapratiśyāyatimirārucijāḍyatām
SS.5.5	SS.5.5.49	K	grouped-minor	nasal-anusvara	ṃ	m	tā		śoṣaśophapratiśyāyatimirāruci jāḍyatāṃ	śoṣaśophapratiśyāyatimirārucijāḍyatām
SS.5.5	SS.5.5.49	H	grouped-minor	punctuation	 		ci	jā	śoṣaśophapratiśyāyatimirāruci jāḍyatāṃ	śoṣaśophapratiśyāyatimirārucijāḍyatām
SS.5.5	SS.5.5.49	H	grouped-minor	nasal-anusvara	ṃ	m	tā		śoṣaśophapratiśyāyatimirāruci jāḍyatāṃ	śoṣaśophapratiśyāyatimirārucijāḍyatām
SS.5.5	SS.5.5.49	H	grouped-minor	nasal-anusvara	m	ṃ	ga		yathāyogam	yathāyogaṃ
SS.5.5	SS.5.5.49	H	grouped-minor	degemination	m		rm	a	pratikarmma	pratikarma
SS.5.5	SS.5.5.52.add-1	K	editorial-surface	avagraha		'		ni	nilaṃ	'nilaṃ
SS.5.5	SS.5.5.52.add-1	H	editorial-surface	avagraha		'		ni	nilaṃ	'nilaṃ
SS.5.5	SS.5.5.53	K	editorial-surface	punctuation	 		la	ma	taila madya kulatthāmbla varjair	tailamadyakulatthāmlavarjair
SS.5.5	SS.5.5.53	K	editorial-surface	punctuation	 		ya	ku	taila madya kulatthāmbla varjair	tailamadyakulatthāmlavarjair
SS.5.5	SS.5.5.53	K	editorial-surface	ba-va	b		ām	la	taila madya kulatthāmbla varjair	tailamadyakulatthāmlavarjair
SS.5.5	SS.5.5.53	K	editorial-surface	punctuation	 		la	va	taila madya kulatthāmbla varjair	tailamadyakulatthāmlavarjair
SS.5.5	SS.5.5.53	H	editorial-surface	punctuation	 		la	ma	taila madya kulatthāmla varjyair	tailamadyakulatthāmlavarjair
SS.5.5	SS.5.5.53	H	editorial-surface	punctuation	 		ya	ku	taila madya kulatthāmla varjyair	tailamadyakulatthāmlavarjair
SS.5.5	SS.5.5.53	H	editorial-surface	punctuation	 		la	va	taila madya kulatthāmla varjyair	tailamadyakulatthāmlavarjair
SS.5.5	SS.5.5.53	H	editorial-surface	deletion	y		rj	ai	taila madya kulatthāmla varjyair	tailamadyakulatthāmlavarjair
SS.5.5	SS.5.5.53	H	grouped-minor	nasal-anusvara	m	ṃ	ta		pittam	pittaṃ
SS.5.5	SS.5.5.56	H	grouped-minor	degemination	v			vi	vviṣaśeṣeṇa	viṣaśeṣeṇa
SS.5.5	SS.5.5.56	H	grouped-minor	nasal-anusvara	m	ṃ	ṇa		śīrṇṇam	śīrṇṇaṃ
SS.5.5	SS.5.5.57	H	grouped-minor	nasal-anusvara	m	ṃ	ta		kṣatam	kṣataṃ
SS.5.5	SS.5.5.58	H	grouped-minor	nasal-anusvara	n	ṃ	ta	 t	digdhāhatan taṃ	digdhāhataṃ taṃ
SS.5.5	SS.5.5.58.add-1	H	grouped-minor	nasal-anusvara	m	ṃ	ṭa		viṣajuṣṭam	viṣajuṣṭaṃ
SS.5.5	SS.5.5.59cd	H	grouped-minor	nasal-anusvara	n	ṃ	ṣā		teṣān	teṣāṃ
SS.5.5	SS.5.5.59cd	H	grouped-minor	nasal-anusvara	n	ṃ	mā	sā	dhīmān adhimānsāny	dhīmān adhimāṃsāny
SS.5.5	SS.5.5.59cd	H	grouped-minor	nasal-anusvara	ñ	ṃ	ta		śoṇitañ	śoṇitaṃ
SS.5.5	SS.5.5.60	H	grouped-minor	punctuation		 |	ak	 s	samyak siñcec chītaiḥ	samyak | siñcec chītaiḥ
SS.5.5	SS.5.5.60	K	grouped-minor	nasal-anusvara	ṃ	n	rā		vastrāntarāṃ	vastrāntarān
SS.5.5	SS.5.5.60	H	grouped-minor	gemination		c		ch	chītair	cchītair
SS.5.5	SS.5.5.61	K	editorial-surface	avagraha		'		st	sthitiḥ sa	'sthani sa
SS.5.5	SS.5.5.61	K	editorial-surface	other		an	th	it	sthitiḥ sa	'sthani sa
SS.5.5	SS.5.5.61	K	editorial-surface	other	tiḥ		hi	 s	sthitiḥ sa	'sthani sa
SS.5.5	SS.5.5.61	H	editorial-surface	avagraha		'		st	sthitiḥ sa	'sthani sa
SS.5.5	SS.5.5.61	H	editorial-surface	other		an	th	it	sthitiḥ sa	'sthani sa
SS.5.5	SS.5.5.61	H	editorial-surface	other	tiḥ		hi	 s	sthitiḥ sa	'sthani sa
SS.5.5	SS.5.5.61	K	grouped-minor	punctuation	 		ha	va	mañjiṣṭha vakrau	mañjiṣṭhavakrau
SS.5.5	SS.5.5.61	H	grouped-minor	degemination	v		rv	aḥ	sarvvaḥ	sarvaḥ
SS.5.5	SS.5.5.63	H	grouped-minor	punctuation	 		ga	pā	viḍaṅga pāṭhā triphalājamodā	viḍaṅgapāṭhātriphalājamodā
SS.5.5	SS.5.5.63	H	grouped-minor	punctuation	 		hā	tr	viḍaṅga pāṭhā triphalājamodā	viḍaṅgapāṭhātriphalājamodā
SS.5.5	SS.5.5.63	H	grouped-minor	nasal-anusvara	ṃ	ṅ	hi	gū	hiṃgūni	hiṅgūni
SS.5.5	SS.5.5.66	K	grouped-minor	punctuation	 		ka	pa	sthauṇeyakadhyāmaka padmakāni	sthauṇeyakadhyāmakapadmakāni
SS.5.5	SS.5.5.66	H	grouped-minor	punctuation	 		ka	pa	sthauṇeyakadhyāmaka padmakāni	sthauṇeyakadhyāmakapadmakāni
SS.5.5	SS.5.5.66	K	grouped-minor	punctuation	 		ga	tā	punnāga tālīsa suvarcikāś ca	punnāgatālīsasuvarcikāś ca
SS.5.5	SS.5.5.66	K	grouped-minor	punctuation	 		sa	su	punnāga tālīsa suvarcikāś ca	punnāgatālīsasuvarcikāś ca
SS.5.5	SS.5.5.67	H	grouped-minor	nasal-anusvara	n	ṃ	ra		lodhran	lodhraṃ
SS.5.5	SS.5.5.67	K	grouped-minor	punctuation	 		la	ga	guggula gairikañ ca	guggulagairikañ ca
SS.5.5	SS.5.5.68	K	editorial-surface	deletion	ḥ		ri	ph	māṃsīhareṇutriḥphalāmuruṅgī	māṃsīhareṇutriphalāmuruṅgī
SS.5.5	SS.5.5.68	H	editorial-surface	nasal-anusvara	n	ṃ	mā	sī	mānsīhareṇus tṛphalāmuruṅgī	māṃsīhareṇutriphalāmuruṅgī
SS.5.5	SS.5.5.68	H	editorial-surface	sibilant	s 		ṇu	tṛ	mānsīhareṇus tṛphalāmuruṅgī	māṃsīhareṇutriphalāmuruṅgī
SS.5.5	SS.5.5.68	H	editorial-surface	vocalic-r	ṛ	ri	 t	ph	mānsīhareṇus tṛphalāmuruṅgī	māṃsīhareṇutriphalāmuruṅgī
SS.5.5	SS.5.5.68	K	grouped-minor	punctuation	 		ha	ya	mañjiṣṭha yaṣṭyāhvaya padmakāni	mañjiṣṭhayaṣṭyāhvayapadmakāni
SS.5.5	SS.5.5.68	K	grouped-minor	punctuation	 		ya	pa	mañjiṣṭha yaṣṭyāhvaya padmakāni	mañjiṣṭhayaṣṭyāhvayapadmakāni
SS.5.5	SS.5.5.68	H	grouped-minor	punctuation	 		ha	ya	mañjiṣṭha yaṣṭyāhvaya padmakāni	mañjiṣṭhayaṣṭyāhvayapadmakāni
SS.5.5	SS.5.5.68	H	grouped-minor	punctuation	 		ya	pa	mañjiṣṭha yaṣṭyāhvaya padmakāni	mañjiṣṭhayaṣṭyāhvayapadmakāni
SS.5.5	SS.5.5.69	K	grouped-minor	punctuation	 		ṇi	hī	paṭolīkiṇi hī	paṭolīkiṇihī
SS.5.5	SS.5.5.69	H	grouped-minor	punctuation	 		ṇi	hī	paṭolīkiṇi hī	paṭolīkiṇihī
SS.5.5	SS.5.5.70	H	grouped-minor	nasal-anusvara	n	ṃ	ṣā		athaiṣān	athaiṣāṃ
SS.5.5	SS.5.5.71	H	grouped-minor	nasal-anusvara	m	ṃ	nā		varāhagodhāśikhiśalyakānām	varāhagodhāśikhiśalyakānāṃ
SS.5.5	SS.5.5.73	H	grouped-minor	punctuation	 		da	pr	nalada priyaṃgvau	naladapriyaṅgvau
SS.5.5	SS.5.5.73	H	grouped-minor	nasal-anusvara	ṃ	ṅ	ya	gv	nalada priyaṃgvau	naladapriyaṅgvau
SS.5.5	SS.5.5.74	H	grouped-minor	degemination	g		rg	o	varggo	vargo
SS.5.5	SS.5.5.74	H	grouped-minor	degemination	p		rp	iṣ	madhusarppiṣāktaḥ	madhusarpiṣāktaḥ
SS.5.5	SS.5.5.74	K	grouped-minor	avagraha		'		ñj	ñjana pāna nasyaiḥ	'ñjanapānanasyaiḥ
SS.5.5	SS.5.5.74	K	grouped-minor	punctuation	 		na	pā	ñjana pāna nasyaiḥ	'ñjanapānanasyaiḥ
SS.5.5	SS.5.5.74	K	grouped-minor	punctuation	 		na	na	ñjana pāna nasyaiḥ	'ñjanapānanasyaiḥ
SS.5.5	SS.5.5.74	H	grouped-minor	avagraha		'		ñj	ñjana pāna nasyaiḥ	'ñjanapānanasyaiḥ
SS.5.5	SS.5.5.74	H	grouped-minor	punctuation	 		na	pā	ñjana pāna nasyaiḥ	'ñjanapānanasyaiḥ
SS.5.5	SS.5.5.74	H	grouped-minor	punctuation	 		na	na	ñjana pāna nasyaiḥ	'ñjanapānanasyaiḥ
SS.5.5	SS.5.5.84ab	K	editorial-surface	ba-va	v	b	ya	ah	somarājīyavahulā	somarājīyabahulā
SS.5.5	SS.5.5.84ab	H	editorial-surface	ba-va	v	b	ya	ap	somarājīyavaphalā	somarājīyabahulā
SS.5.5	SS.5.5.84ab	H	editorial-surface	deletion	p		va	ha	somarājīyavaphalā	somarājīyabahulā
SS.5.5	SS.5.5.84ab	H	editorial-surface	other	a	u	ph	lā	somarājīyavaphalā	somarājīyabahulā
SS.5.5	SS.5.5.85cd	H	grouped-minor	degemination	t		at	rī	tālapattrī	tālapatrī
SS.5.5	SS.5.5.85cd	K	grouped-minor	avagraha		'		pi	pi	'pi
SS.5.5	SS.5.5.85cd	H	grouped-minor	avagraha		'		pi	pi	'pi
SS.5.5	SS.5.5.84cd	H	grouped-minor	degemination	p		ar	pa	sarppasugandhikā	sarpasugandhikā
SS.5.7	SS.5.7.1	H	grouped-minor	nasal-anusvara	m	ṃ	pa		mūṣikākalpam	mūṣikākalpaṃ
SS.5.7	SS.5.7.4	K	editorial-surface	avagraha		'		ra	ralaś	'ralaś
SS.5.7	SS.5.7.4	H	editorial-surface	other	ga 	'		ra	ga ralaś	'ralaś
SS.5.7	SS.5.7.8	K	grouped-minor	nasal-anusvara	ṃ	n	ya	te	jāyaṃte	jāyante
SS.5.7	SS.5.7.8	K	grouped-minor	deletion	ḥ		rā		cogrāḥ	cogrā
SS.5.7	SS.5.7.10	H	grouped-minor	gemination		c		ch	charddi	cchardi
SS.5.7	SS.5.7.10	H	grouped-minor	degemination	d		rd	i	charddi	cchardi
SS.5.7	SS.5.7.11	K	grouped-minor	nasal-anusvara	ṃ	ṅ	ṇā	ga	putrakeṇāṃgasaṃsādaḥ	putrakeṇāṅgasaṃsādaḥ
SS.5.7	SS.5.7.11	K	grouped-minor	punctuation	 		ḍu	va	pāṇḍu valguś ca	pāṇḍuvalguś ca
SS.5.7	SS.5.7.11	H	grouped-minor	punctuation	 		ḍu	va	pāṇḍu valguś ca	pāṇḍuvalguś ca
SS.5.7	SS.5.7.12	H	grouped-minor	degemination	t		at	ra	śirīṣeṅgudipattran tu	śirīṣeṅgudipatraṃ tu
SS.5.7	SS.5.7.12	H	grouped-minor	nasal-anusvara	n	ṃ	ra	 t	śirīṣeṅgudipattran tu	śirīṣeṅgudipatraṃ tu
SS.5.7	SS.5.7.13	H	grouped-minor	degemination	d		rd	ay	kṛṣṇenāsṛk charddayati	kṛṣṇenāsṛk chardayati
SS.5.7	SS.5.7.13	H	grouped-minor	degemination	d		ur	di	durddine tu	durdine tu
SS.5.7	SS.5.7.13	H	grouped-minor	degemination	t		at	ra	śirīṣapattraṃ	śirīṣapatraṃ
SS.5.7	SS.5.7.15	H	grouped-minor	nasal-anusvara	ṃ	ṅ	a	ko	aṃkollajam	aṅkollajam
SS.5.7	SS.5.7.18cd	H	editorial-surface	avagraha		'		ra	ralenātha	'ralenātha
SS.5.7	SS.5.7.20	K	grouped-minor	punctuation	 		cā	da	cā damśa maṇḍale	cādaṃśamaṇḍale
SS.5.7	SS.5.7.20	K	grouped-minor	nasal-anusvara	m	ṃ	da	śa	cā damśa maṇḍale	cādaṃśamaṇḍale
SS.5.7	SS.5.7.20	K	grouped-minor	punctuation	 		śa	ma	cā damśa maṇḍale	cādaṃśamaṇḍale
SS.5.7	SS.5.7.20	H	grouped-minor	punctuation	 		cā	da	cā daṃśa maṇḍale	cādaṃśamaṇḍale
SS.5.7	SS.5.7.20	H	grouped-minor	punctuation	 		śa	ma	cā daṃśa maṇḍale	cādaṃśamaṇḍale
SS.5.7	SS.5.7.23	H	grouped-minor	nasal-anusvara	m	ṃ	lā		triphalām	triphalāṃ
SS.5.7	SS.5.7.23	K	editorial-surface	ba-va	v	b	pi	et	pivet || kapilena	pibet || kapilena
SS.5.7	SS.5.7.23	H	editorial-surface	ba-va	v	b	pi	et	pivet || kapilena	pibet || kapilena
SS.5.7	SS.5.7.27	H	grouped-minor	punctuation	 		śa	dā	bhṛśa dāruṇāḥ	bhṛśadāruṇāḥ
SS.5.7	SS.5.7.28	K	editorial-surface	punctuation		 	ās	tr	dadhikṣīraghṛtaprasthāstrayaḥ	dadhikṣīraghṛtaprasthās trayaḥ
SS.5.7	SS.5.7.28	H	editorial-surface	nasal-anusvara	m		ta	pr	dadhikṣīraghṛtamprasthāstrayaḥ	dadhikṣīraghṛtaprasthās trayaḥ
SS.5.7	SS.5.7.28	H	editorial-surface	punctuation		 	ās	tr	dadhikṣīraghṛtamprasthāstrayaḥ	dadhikṣīraghṛtaprasthās trayaḥ
SS.5.7	SS.5.7.33	H	grouped-minor	punctuation	|		t 	| 	pralepayet || śirīṣarajanīvakraṃ	pralepayet | śirīṣarajanīvakraṃ
SS.5.7	SS.5.7.34ab	H	grouped-minor	nasal-anusvara	ṃ	ṅ	yā	ko	śukākhyāṃkollayor	śukākhyāṅkollayor
SS.5.7	SS.5.7.38	H	grouped-minor	degemination	l			le	lleha	leha
SS.5.7	SS.5.7.41	K	grouped-minor	nasal-anusvara	ṃ	m	ta		nirhṛtaṃ	nirhṛtam
SS.5.7	SS.5.7.41	H	grouped-minor	nasal-anusvara	ṃ	m	ta		nirhṛtaṃ	nirhṛtam
SS.5.7	SS.5.7.42	K	editorial-surface	punctuation		 	āṃ	ma	sthirāṃmandaru	sthirāṃ mandarujāś
SS.5.7	SS.5.7.42	K	editorial-surface	other		jāś	ru		sthirāṃmandaru	sthirāṃ mandarujāś
SS.5.7	SS.5.7.42	H	editorial-surface	nasal-anusvara	n	ṃ	rā	 m	sthirān mandarujāñ	sthirāṃ mandarujāś
SS.5.7	SS.5.7.42	H	editorial-surface	other	ñ	ś	jā		sthirān mandarujāñ	sthirāṃ mandarujāś
SS.5.7	SS.5.7.42	H	editorial-surface	other		pi	cā		cā	cāpi
SS.5.7	SS.5.7.42	H	editorial-surface	other	pi 			ka	pi karṇṇikām	karṇṇikāṃ
SS.5.7	SS.5.7.42	H	editorial-surface	nasal-anusvara	m	ṃ	kā		pi karṇṇikām	karṇṇikāṃ
SS.5.7	SS.5.7.42	H	grouped-minor	degemination	v		rv	as	pracchayed bhiṣak | sarvvasminn eva	pracchayed bhiṣak | sarvasminn eva
SS.5.7	SS.5.7.42	K	grouped-minor	nasal-anusvara	ṃ	m	yā		vraṇavac cācaret kriyāṃ	vraṇavac cācaret kriyām
SS.5.7	SS.5.7.42	H	grouped-minor	nasal-anusvara	ṃ	m	yā		vraṇavac cācaret kriyāṃ	vraṇavac cācaret kriyām
SS.5.7	SS.5.7.43	H	grouped-minor	degemination	v			vi	vviṣaṃ	viṣaṃ
SS.5.7	SS.5.7.44	K	editorial-surface	avagraha		'		bh	bhilālimān | avyaktavadhiro	'bhilālimān | avyaktavadhiro
SS.5.7	SS.5.7.44	H	editorial-surface	other	k	bh	'	il	'kilālimān | avyaktavadhiro	'bhilālimān | avyaktavadhiro
SS.5.7	SS.5.7.47	H	grouped-minor	nasal-anusvara	n	ṃ	ta		tan	taṃ
SS.5.7	SS.5.7.48	H	grouped-minor	degemination	d		ir	di	vinirddiśet | yadi	vinirdiśet | yadi
SS.5.7	SS.5.7.48	K	editorial-surface	other	y	p	as	ar	śabdasyarśanadarśanaiḥ |	śabdasparśanadarśanaiḥ
SS.5.7	SS.5.7.48	K	editorial-surface	punctuation	 |		iḥ		śabdasyarśanadarśanaiḥ |	śabdasparśanadarśanaiḥ
SS.5.7	SS.5.7.48	H	editorial-surface	other	y	p	as	ar	śabdasyarśanadarśamaiḥ ||	śabdasparśanadarśanaiḥ
SS.5.7	SS.5.7.48	H	editorial-surface	nasal-anusvara	m	n	śa	ai	śabdasyarśanadarśamaiḥ ||	śabdasparśanadarśanaiḥ
SS.5.7	SS.5.7.48	H	editorial-surface	punctuation	 ||		iḥ		śabdasyarśanadarśamaiḥ ||	śabdasparśanadarśanaiḥ
SS.5.7	SS.5.7.49ab	H	grouped-minor	nasal-anusvara	n	ṃ	sa	 t	jalatrāsan tu tam	jalatrāsaṃ tu taṃ
